OBJECTID,CECPlantID,PlantName,Retired Plant,Operator Company,County,Capacity_Latest,Units,PriEnergySource,StartDate,CEC_Jurisdictional,x,y
2541,S9021,City of Chico,0,Not Available,Butte,1,1,SUN,1/1/2012 0:00,0,-121.9092061,39.69603837
2542,S9186,Pristine Sun Fund 6 Butte PGE LLC_(2129_Ballard),0,Not Available,Butte,1,Unit 1,SUN,12/31/2013 0:00,0,-121.7702998,39.70204076
2543,H0092,Centerville,0,Pacific Gas & Electric (PG&E),Butte,7.3,"1, 2",WAT,6/1/1900 0:00,0,-121.6574255,39.78887451
2544,H0287,Lime Saddle,0,Pacific Gas & Electric (PG&E),Butte,2,"1, 2",WAT,8/1/1906 0:00,0,-121.570975,39.69875924
2545,H0121,Cresta,0,Pacific Gas & Electric (PG&E),Butte,70,"Unit 541, Unit 542",WAT,11/23/1949 0:00,0,-121.4097817,39.82591112
2546,H0395,Poe,0,Pacific Gas & Electric (PG&E),Butte,120,"Unit 548, Unit 549",WAT,10/26/1958 0:00,0,-121.4697486,39.72284307
2547,H0209,Graeagle,0,Northern California Power Agency,Plumas,0.44,1,WAT,12/28/1981 0:00,0,-120.6328788,39.75484573
2549,S9313,Pristine Sun Fund 5 LLC_(2040_Alvares),0,Not Available,Tehama,1.5,Unit 1,SUN,12/31/2013 0:00,0,-122.1731008,39.94942142
2550,S9315,Pristine Sun Fund 5 LLC_(2039_Flournoy),0,Not Available,Tehama,1,Unit 1,SUN,12/31/2013 0:00,0,-122.1731908,39.94734973
2551,S9317,Pristine Sun Fund 5 LLC_(2020_Rolf),0,Not Available,Tehama,0.5,Unit 1,SUN,12/31/2013 0:00,0,-122.1739188,39.93669157
2552,H0130,DeSabla,0,Pacific Gas & Electric (PG&E),Butte,18.5,Unit 543,WAT,2/28/1963 0:00,0,-121.6321934,39.8708089
2553,H0192,Forks of Butte Hydro Project,0,Hypower Inc,Butte,13.3,GEN 1,WAT,3/1/1992 0:00,0,-121.6317971,39.86918366
2554,H0518,Toadtown,0,Pacific Gas & Electric (PG&E),Butte,1.8,1,WAT,4/1/1986 0:00,0,-121.5933618,39.89346163
2555,H0023,Belden,0,Pacific Gas & Electric (PG&E),Plumas,117.9,Unit 552,WAT,9/14/1969 0:00,0,-121.2494064,40.00751132
2556,H0052,Bucks Creek,0,Pacific Gas & Electric (PG&E),Plumas,58,"Unit 530, Unit 531",WAT,3/4/1928 0:00,0,-121.3277172,39.91056394
2557,H0213,Grizzly,0,Silicon Valley Power,Plumas,21,1,WAT,11/1/1993 0:00,0,-121.2792873,39.8892311
2558,H0417,Rock Creek,0,Pacific Gas & Electric (PG&E),Plumas,112,"Unit 550, Unit 551",WAT,3/1/1950 0:00,0,-121.3453435,39.90517451
2561,H0428,Kekawaka,0,Kaweah River Power Authority,Trinity,5,KEK1,WAT,12/1/1989 0:00,0,-123.509046,40.09411993
2562,H0512,Three Forks Water Power Project,0,Norman Ross Burgess,Trinity,1.3,Unit 1,WAT,12/28/1984 0:00,0,-123.5231383,40.19983788
2563,S9316,Pristine Sun Fund 5 LLC_(2158_Stroing),0,Not Available,Tehama,0.75,Unit 1,SUN,12/31/2013 0:00,0,-122.3314487,40.18266361
2565,S9314,Pristine Sun Fund 5 LLC_(2119_Lvvorn),0,Not Available,Tehama,1,Unit 1,SUN,12/31/2013 0:00,0,-122.2574324,40.1777337
2566,S9318,Pristine Sun Fund 5 LLC_(2065_Rogers),0,Not Available,Tehama,0.5,Unit 1,SUN,12/31/2013 0:00,0,-122.1863971,40.06731993
2567,S9319,Pristine Sun Fund 5 LLC_(2041_Alvares),0,Not Available,Tehama,0.25,Unit 1,SUN,12/31/2013 0:00,0,-122.2252121,40.11698761
2568,S9084,Wal-Mart,0,Not Available,Tehama,1,1,SUN,1/1/2012 0:00,0,-122.1250701,40.10077249
2569,S9089,Charles R. Crain Jr.,0,Not Available,Tehama,1,1,SUN,1/1/2012 0:00,0,-122.1252417,40.10134773
2570,W0400,Wal-Mart Red Bluff,0,Foundation Windpower,Tehama,1,WPRS 1,WND,9/1/2012 0:00,0,-122.194218,40.11136082
2571,S0707,SPI - Red Bluff,0,Sierra Pacific Industries Inc,Tehama,8.4,Unit 1,SUN,5/1/2020 0:00,0,-122.194087,40.12155037
2572,H0057,Butt Valley,0,Pacific Gas & Electric (PG&E),Plumas,40,Unit 532,WAT,12/31/1958 0:00,0,-121.1906669,40.17568026
2573,H0087,Caribou #1,0,Pacific Gas & Electric (PG&E),Plumas,73.8,"Unit 533, Unit 534, Unit 535",WAT,5/6/1921 0:00,0,-121.1482277,40.08547077
2574,H0088,Caribou #2,0,Pacific Gas & Electric (PG&E),Plumas,120,"Unit 536, Unit 537",WAT,11/9/1958 0:00,0,-121.1493924,40.0860303
2575,H0364,Oak Flat,0,Pacific Gas & Electric (PG&E),Plumas,1.4,1,WAT,11/1/1985 0:00,0,-121.1614052,40.07533144
2576,S0697,PSREC/SIAD Solar,0,Plumas Sierra Rural Electric Cooperative,Lassen,2.5,Unit 1,SUN,9/20/2018 0:00,0,-120.127435,40.14854032
2577,H0241,Gosselin Hydroelectric Plant,0,Humboldt Bay Municipal Water District,Trinity,2,"GEN 1, GEN 2",WAT,6/1/1983 0:00,0,-123.4344868,40.36976338
2578,S9312,Pristine Sun Fund 5 LLC_(2021_Doran),0,Not Available,Tehama,1.5,Unit 1,SUN,12/31/2013 0:00,0,-122.2738976,40.3681032
2579,H0106,Coleman,0,Pacific Gas & Electric (PG&E),Shasta,13,Unit 526,WAT,6/19/1979 0:00,0,-122.121894,40.4046245
2580,H0244,Inskip,0,Pacific Gas & Electric (PG&E),Tehama,7.65,1,WAT,10/1/1979 0:00,0,-121.9654721,40.40098437
2581,H0486,South,0,Pacific Gas & Electric (PG&E),Tehama,6.75,1,WAT,12/1/1979 0:00,0,-121.8790236,40.39532956
2583,H0218,Hamilton Branch,0,Pacific Gas & Electric (PG&E),Plumas,5.39,"1, 2",WAT,8/1/1921 0:00,0,-121.0894449,40.26870819
2588,H0547,Baker Station Hydro,0,Not Available,Humboldt,1.5,Unit 1,WAT,12/10/1987 0:00,0,-123.7255401,40.52643725
2589,S9302,Pristine Sun Fund 5 LLC_(2113_Fritzjarrell),0,Not Available,Shasta,1,Unit 1,SUN,12/31/2013 0:00,0,-122.453075,40.47544655
2596,H0118,Cow Creek,0,Pacific Gas & Electric (PG&E),Shasta,1.44,"1, 2",WAT,1/1/1907 0:00,0,-122.0209655,40.57081167
2597,H0507,Bear Creek,0,Central Rivers Power,Shasta,3.2,GEN1,WAT,1/1/1990 0:00,0,-121.9591581,40.53442767
2598,H0237,Ponderosa Bailey Creek,0,Snow Mountain Hydro LLC,Shasta,1.1,GEN1,WAT,2/25/1990 0:00,0,-121.8427336,40.45794852
2599,H0545,Volta #1,0,Pacific Gas & Electric (PG&E),Shasta,8.55,1,WAT,4/1/1980 0:00,0,-121.8670221,40.4590657
2600,H0546,Volta #2,0,Pacific Gas & Electric (PG&E),Shasta,1,931,WAT,10/30/1981 0:00,0,-121.8621435,40.45192439
2604,H0037,Big Creek Water Works,0,Big Creek Water Works Ltd,Trinity,5,BCHY,WAT,1/1/1987 0:00,0,-123.4980477,40.6467215
2605,H0286,Lewiston,0,United States Bureau of Reclamation,Trinity,0.35,1,WAT,2/1/1964 0:00,0,-122.7937892,40.72543616
2606,H0257,Judge F Carr,0,United States Bureau of Reclamation,Shasta,154.4,"UNIT 1, UNIT 2",WAT,5/1/1963 0:00,0,-122.6269192,40.64692438
2607,H0564,Whiskeytown,0,City of Redding Electric Utility,Shasta,3.5,1,WAT,1/1/1985 0:00,0,-122.5386848,40.59762235
2608,H0270,Keswick,0,United States Bureau of Reclamation,Shasta,117,"UNIT 1, UNIT 2, UNIT 3",WAT,3/1/1950 0:00,0,-122.4463715,40.61192356
2609,H0475,Shasta,0,United States Bureau of Reclamation,Shasta,714,"UNIT 1, UNIT 2, UNIT 3, UNIT 4, UNIT 5, UNIT S1, UNIT S2",WAT,4/1/1949 0:00,0,-122.4220486,40.71744995
2610,H0493,Spring Creek,0,United States Bureau of Reclamation,Shasta,180,"UNIT 1, UNIT 2",WAT,1/1/1964 0:00,0,-122.4675052,40.62809296
2611,S9002,Shasta College,0,Not Available,Shasta,1,1,SUN,1/1/2012 0:00,0,-122.3197133,40.63230107
2612,H0271,Kilarc,0,Pacific Gas & Electric (PG&E),Shasta,3,"1, 2",WAT,6/1/1904 0:00,0,-121.873215,40.67792752
2613,H0371,Olsen,0,Synergics Energy Services LLC,Shasta,5,GEN1,WAT,12/1/1989 0:00,0,-121.8907079,40.67054581
2614,H0238,Lost Creek 1,0,Snow Mountain Hydro LLC,Shasta,1.1,GEN1,WAT,10/9/1989 0:00,0,-121.4145413,40.75760315
2619,H0520,Trinity,0,United States Bureau of Reclamation,Trinity,140,"UNIT 1, UNIT 2",WAT,2/1/1964 0:00,0,-122.7625962,40.79730223
2620,H0168,Montgomery Creek Hydro,0,Central Rivers Power,Shasta,2.6,1,WAT,1/1/1987 0:00,0,-121.9564586,40.84675971
2621,H0236,Cove Hydroelectric,0,Snow Mountain Hydro LLC,Shasta,5,GEN 1,WAT,2/20/1990 0:00,0,-121.9487985,40.87141022
2622,H0322,Roaring Creek,0,Hydrodynamics,Shasta,2,UNIT 1,WAT,1/1/1987 0:00,0,-121.948353,40.8820218
2623,H0392,Pit #6,0,Pacific Gas & Electric (PG&E),Shasta,80,"Unit 522, Unit 523",WAT,8/14/1965 0:00,0,-121.9928613,40.9225932
2624,H0393,Pit #7,0,Pacific Gas & Electric (PG&E),Shasta,112,"Unit 524, Unit 525",WAT,9/10/1965 0:00,0,-121.9906882,40.84740953
2625,H0321,Hatchet Creek Project,0,Hydrodynamics,Shasta,7,UNIT 1,WAT,1/1/1987 0:00,0,-121.9203795,40.87415452
2626,W0369,"Hatchet Ridge Wind, LLC",0,Hatchet Ridge Wind LLC,Shasta,101.2,WPRS 1,WND,11/19/2010 0:00,0,-121.8137584,40.90903515
2627,H0240,Burney Creek,0,Snow Mountain Hydro LLC,Shasta,3,GEN1,WAT,3/28/1990 0:00,0,-121.7225087,40.85796816
2631,H0221,Hat Creek #1,0,Pacific Gas & Electric (PG&E),Shasta,9.9,1,WAT,8/1/1921 0:00,0,-121.5444855,40.9293406
2632,H0323,Bidwell Ditch,0,Hydrodynamics,Shasta,2,UNIT 1,WAT,1/1/1987 0:00,0,-121.4480349,40.80137258
2633,H0483,Slate Creek,0,Central Rivers Power,Shasta,4.2,GEN1,WAT,5/1/1990 0:00,0,-122.4561869,40.97685375
2634,H0250,James B Black,0,Pacific Gas & Electric (PG&E),Shasta,172,"Unit 501, Unit 502",WAT,12/17/1965 0:00,0,-121.9751571,40.9922649
2635,H0391,Pit #5,0,Pacific Gas & Electric (PG&E),Shasta,160,"Unit 517, Unit 518, Unit 519, Unit 521",WAT,4/29/1944 0:00,0,-121.9775805,40.98623385
2636,H0349,Nelson Creek,0,Nelson Creek Power Inc,Shasta,1.1,1,WAT,12/20/1988 0:00,0,-121.8697395,40.99239042
2637,H0389,Pit #3,0,Pacific Gas & Electric (PG&E),Shasta,69,"Unit 512, Unit 513, Unit 514",WAT,7/15/1925 0:00,0,-121.7478542,40.99749167
2638,H0390,Pit #4,0,Pacific Gas & Electric (PG&E),Shasta,95,"Unit 515, Unit 516",WAT,10/1/1955 0:00,0,-121.849284,40.98630736
2639,H0222,Hat Creek #2,0,Pacific Gas & Electric (PG&E),Shasta,9.9,1,WAT,9/1/1921 0:00,0,-121.5486799,40.96062732
2640,H0388,Pit #1,0,Pacific Gas & Electric (PG&E),Shasta,63,"Unit 509, Unit 511",WAT,9/30/1922 0:00,0,-121.4982216,40.99081194
2641,S0300,Fall River Mills Project A & B,0,REV Renewables,Shasta,3,"W3985, W3986",SUN,3/5/2014 0:00,0,-121.4242137,41.03198087
2642,S9300,Ignite Solar LLC_(Achomawi),0,Not Available,Shasta,1.5,Unit 1,SUN,12/31/2013 0:00,0,-121.4294105,41.05619072
2643,S9301,Ignite Solar LLC_(Ahjumawi),0,Not Available,Shasta,1.5,Unit 1,SUN,12/31/2013 0:00,0,-121.4294105,41.05619072
2644,H0311,Muck Valley Hydroelectric,0,Malacha Hydro Ltd Partnership,Lassen,29.9,GEN1,WAT,12/1/1988 0:00,0,-121.2560212,40.97647429
2645,H0284,Box Canyon,0,Siskiyou County,Siskiyou,10,"48-1, 48-2",WAT,6/8/1986 0:00,0,-122.3287609,41.2803645
2648,H0111,Copco 1,0,PacifiCorp,Siskiyou,20,"1, 2",WAT,1/1/1918 0:00,0,-122.3353368,41.97891129
2649,H0112,Copco 2,0,PacifiCorp,Siskiyou,27,"1, 2",WAT,7/1/1925 0:00,0,-122.3580679,41.97569863
2650,H0177,Fall Creek,0,PacifiCorp,Siskiyou,2.2,"1, 2, 3",WAT,9/1/1903 0:00,0,-122.3603873,41.98558731
2651,H0245,Iron Gate,0,PacifiCorp,Siskiyou,18,1,WAT,2/1/1962 0:00,0,-122.4368213,41.93297453
2652,W0470,"Voyager Wind I, LLC                ",0,Terra-Gen Operating Company,Kern,131.1,WPRS 1,WND,1/1/2020 0:00,0,-118.2722494,35.05140452
2653,W0474,Mann Packing      ,0,Foundation Windpower,Monterey,1.79,WPRS 1,WND,9/11/2020 0:00,0,-121.4535658,36.50396325
2654,W0475,CDCR SVSP          ,0,Foundation Windpower,Monterey,1.79,WPRS 1,WND,9/11/2020 0:00,0,-121.3706891,36.47421193
2655,W0476,CDCR CTF          ,0,Foundation Windpower,Monterey,1.79,WPRS 1,WND,9/1/2018 0:00,0,-121.3500882,36.45922807
2658,H0627,White Rock/South Fork Powerhouse,0,Sacramento Municipal Utility District (SMUD),El Dorado,2.68,H3,WAT,12/4/2020 0:00,0,-121.2292019,38.6326719
2659,S0657,North Rosamond Solar,0,Deriva Energy,Kern,150,Unit 1,SUN,4/26/2019 0:00,0,-118.1324898,34.94358404
2660,S0672,CREST Contracts,0,Not Available,Los Angeles,6.5,Unit 1,SUN,8/10/2016 0:00,0,-123.8262393,40.11864799
2661,S0673,Rector Solar,0,Not Available,Tulare,14,Unit 1,SUN,11/22/2016 0:00,0,-122.3514547,38.440937
2662,S0674,CREST Contracts,0,Not Available,Los Angeles,4,Unit 1,SUN,3/16/2016 0:00,0,-118.2593928,34.04929815
2663,S0675,Springville Solar,0,Not Available,Tulare,14,Unit 1,SUN,11/22/2016 0:00,0,-118.8202345,36.12864496
2664,S0676,Victor Solar,0,Not Available,San Bernardino,24.5,Unit 1,SUN,6/2/2017 0:00,0,-117.230656,34.08650608
2665,S0726,Redwood Coast Airport Microgrid,0,Redwood Coast Energy Authority,Humboldt,2.31,Unit 1,SUN,12/22/2021 0:00,0,-124.1062701,40.97195795
2666,W0483,Energia Sierra Juarez Wind Project Expansion (Mexico),0,Energia Sierra Juarez S de RL de CV,Tecate,108,ESJ_2,WND,12/21/2021 0:00,0,-116.1068633,32.5906822
2667,W9999,CAISO In-State Wind Generation,0,Not Available,ALL,5664,CAISO Wind,WND,9/15/2017 0:00,0,-120.2475772,36.84626998
2669,S0400,USMC Maintenance Officer,0,United States Marine Corps,San Diego,1.53,1,SUN,8/8/2012 0:00,0,-117.196758,32.74869181
2670,S0401,San Diego City Regional Airport Authority,0,San Diego City of,San Diego,1.6,1,SUN,2/5/2015 0:00,0,-117.2075018,32.73135081
2674,S0720,San Diego Airport Solar,0,San Diego County Regional Airport Authority,San Diego,5.5,Unit 1,SUN,3/1/2017 0:00,0,-117.2021837,32.73174712
2692,S0378,San Diego - Alta Rd. EMDF Canopy,0,EDP Renewables North America LLC,San Diego,1,1,SUN,12/2/2011 0:00,0,-116.9199393,32.5900427
2693,S0399,Southwestern Community College,0,Southwestern Community College,San Diego,1.13,1,SUN,10/24/2014 0:00,0,-116.9954737,32.64174429
2697,S9287,LanWest Solar Farm LLC,0,Not Available,San Diego,3.5,Unit 1,SUN,2/28/2014 0:00,0,-116.2704915,32.66567943
2698,W0359,Kumeyaay Wind Farm,0,Terra-Gen Operating Company,San Diego,50,WPRS 1,WND,12/21/2005 0:00,0,-116.3452375,32.73237086
2699,W0390,Golden Acorn Casino,0,See WPRS for details,San Diego,1,WPRS 1,WND,4/21/2011 0:00,0,-116.3513562,32.70140732
2700,S0594,Jacumba Solar Farm,0,Not Available,San Diego,20,Unit 1,SUN,7/25/2017 0:00,0,-116.1278726,32.62333655
2701,W0460,"Energia Sierra Juarez, S. de R.L. de C.V. (Baja Mexico Wind)",0,Energia Sierra Juarez S de RL de CV,Tecate,155.1,ESJ_1,WND,3/27/2015 0:00,0,-116.0649991,32.57465126
2702,S0258,Campo Verde Solar Project,0,Campo Verde Solar LLC,Imperial,197,CVS1,SUN,10/25/2013 0:00,0,-115.7288429,32.74735707
2705,H0146,Double Weir (<1MW),0,Imperial Irrigation District,Imperial,0.56,"UNIT 1, UNIT 2",WAT,6/1/1960 0:00,0,-115.49543,32.701211
2706,S0291,Centinela Solar Energy,0,LS Power,Imperial,172.6,"Unit 1, Unit 2",SUN,10/1/2013 0:00,0,-115.6471963,32.68615372
2707,S0298,Heber Solar Facility,0,AxInfra US LP,Imperial,10,Unit 1,SUN,4/23/2014 0:00,0,-115.5405687,32.71413847
2708,S0440,Imperial Solar Energy Center West,0,Tenaska Inc.,Imperial,148.7,Unit 1,SUN,4/12/2016 0:00,0,-115.6575682,32.6657934
2709,S0655,Mount Signal Solar Farm V (IVS 3 LLC),0,"Imperial Valley Solar 3, LLC",Imperial,252.29,Unit 1,SUN,10/11/2018 0:00,0,-115.5954401,32.67651751
2710,S0687,Wistaria Ranch Solar,0,RWE Clean Energy,Imperial,100,Unit 1,SUN,11/19/2018 0:00,0,-115.6170636,32.67498596
2711,S0696,Imperial Valley Solar 2,0,MN8 Energy,Imperial,150,Unit 1,SUN,10/1/2019 0:00,0,-115.6291568,32.66830454
2712,S9174,Silver Ridge Mount Signal (Imperial Valley Solar 1),0,Not Available,Imperial,200,Unit 1,SUN,10/1/2013 0:00,0,-115.6445389,32.67546748
2715,H0152,Drop 5,0,Imperial Irrigation District,Imperial,4,"UNIT 1, UNIT 2",WAT,3/1/1982 0:00,0,-115.3920124,32.67309841
2716,H0150,Drop 3,0,Imperial Irrigation District,Imperial,9.8,"UNIT 1, UNIT 2",WAT,2/20/1941 0:00,0,-115.126056,32.7053911
2717,H0151,Drop 4,0,Imperial Irrigation District,Imperial,19.6,"UNIT 1, UNIT 2",WAT,8/9/1950 0:00,0,-115.2190973,32.70529685
2718,H0160,East Highline,0,Imperial Irrigation District,Imperial,2.42,UNIT 1,WAT,9/12/1984 0:00,0,-115.282635,32.699573
2719,H0147,Drop 1,0,Imperial Irrigation District,Imperial,5.85,"UNIT 1, UNIT 2, UNIT 3",WAT,11/16/1984 0:00,0,-114.9427319,32.71158816
2720,H0149,Drop 2,0,Imperial Irrigation District,Imperial,10,"UNIT 1, UNIT 2",WAT,12/5/1953 0:00,0,-115.0310125,32.70539049
2721,H0385,Pilot Knob,0,Imperial Irrigation District,Imperial,33,"UNIT 1, UNIT 2",WAT,1/31/1957 0:00,0,-114.7139055,32.73664701
2726,S0129,UCSD Solar PV System,0,University of California San Diego,San Diego,1.2,Unit 1,SUN,6/1/2008 0:00,0,-117.2391531,32.87420842
2737,H0612,Rancho Penasquitos,0,San Diego County Water Authority,San Diego,4.65,RPHES-GEN,WAT,1/23/2007 0:00,0,-117.113711,32.93699387
2750,S9288,Descanso Solar - CRE,0,Not Available,San Diego,1.5,Unit 1,SUN,12/31/2013 0:00,0,-116.6003909,32.85734189
2751,W0467,Tule Wind,0,See WPRS for details,San Diego,131,WPRS 1,WND,1/5/2018 0:00,0,-116.3016207,32.76219724
2752,W0409,Ocotillo Express LLC,0,Pettern Energy (Ocotillo LLC),Imperial,265.44,WPRS 1,WND,12/28/2012 0:00,0,-116.0493742,32.75979112
2753,S0255,Imperial Solar Energy Center South,0,Tenaska Inc.,Imperial,128.9,56819,SUN,11/1/2013 0:00,0,-115.6929432,32.7506762
2754,S0677,SEPV EAST,0,Not Available,Imperial,3,Unit 1,SUN,1/1/2018 0:00,0,-115.7725631,32.79347756
2755,S0678,SPEV WEST,0,Not Available,Imperial,2,Unit 1,SUN,1/1/2018 0:00,0,-115.7814366,32.79345029
2756,H0531,Turnip,0,Imperial Irrigation District,Imperial,0.42,1,WAT,10/1/1964 0:00,0,-115.6294552,32.88933973
2757,S0461,ECPV Solar,0,Sol Orchard Imperial 1 LLC,Imperial,20,Unit 1,SUN,10/1/2013 0:00,0,-115.546429,32.8017992
2767,H0471,Senator Wash (Pumping-Generating),0,United States Bureau of Reclamation,Imperial,7.83,Unit 1,WAT,10/1/1977 0:00,0,-114.4802157,32.90281643
2775,H0613,Lake Hodges Station (Olivenhain Pumped Storage),0,San Diego County Water Authority,San Diego,40,"Unit 1, Unit 2",WAT,7/15/2011 0:00,0,-117.1187984,33.0578864
2776,S9003,Hewlett Packard,0,Not Available,San Diego,1,1,SUN,1/1/2012 0:00,0,-117.0881591,33.01089571
2780,S0305,Ramona 1 & 2,0,Sol Orchard,San Diego,7,"Unit 1, Unit 2",SUN,12/1/2013 0:00,0,-116.8717182,33.01195744
2781,S0634,Ramona Solar Energy Facility,0,San Diego Gas & Electric,San Diego,4.9,Unit 1,SUN,5/1/2017 0:00,0,-116.86038,33.01976812
2782,S0715,Titan Solar I,0,Longroad Energy,Imperial,70,Unit 1,SUN,12/21/2020 0:00,0,-116.3566192,33.1350259
2783,S0408,Seville Solar One,0,Deriva Energy,San Diego,20,Unit 1,SUN,12/30/2015 0:00,0,-116.0030001,33.11610312
2784,S0409,Seville Solar Two,0,Deriva Energy,San Diego,30,Unit 1,SUN,12/24/2015 0:00,0,-116.0035454,33.10903652
2785,S0679,Valencia I,0,Not Available,Imperial,3,Unit 1,SUN,1/1/2018 0:00,0,-115.6274645,33.04379635
2788,S0296,NRG Solar Community I LLC (SDSU Solar),0,NRG Solar Community I LLC,Imperial,5.72,1,SUN,6/13/2014 0:00,0,-115.4820128,32.9835429
2789,S0324,Alhambra Solar Facility,0,Southern Power Company,Imperial,50,SGAH,SUN,11/26/2014 0:00,0,-115.4711077,33.08003196
2790,S0325,Arkansas Solar Facility,0,Southern Power Company,Imperial,50,SGAK,SUN,11/26/2014 0:00,0,-115.4716765,33.14391037
2793,H0408,Red Mountain,0,Metropolitan Water District,San Diego,5.9,1,WAT,3/1/1985 0:00,0,-117.2356644,33.32889683
2794,S0403,Genentech Inc - Oceanside,0,Genentech Inc,San Diego,4.1,1,SUN,5/12/2015 0:00,0,-117.2983714,33.21274053
2795,H0021,Bear Valley,0,City of Escondido,San Diego,1.5,2-Jan,WAT,6/8/1905 0:00,0,-117.0164292,33.16584931
2796,S0584,Mesa Crest (Lilac),0,NLP Granger A82 LLC,San Diego,3,Unit 1,SUN,9/17/2016 0:00,0,-117.0304279,33.26431413
2797,S0372,Borrego Solar - Twin Oaks,0,Not Available,San Diego,1,1,SUN,6/2/2011 0:00,0,-117.176822,33.21265576
2798,S0593,Cole Grade,0,Not Available,San Diego,2.33,Unit 1,SUN,12/7/2016 0:00,0,-117.022742,33.24929759
2799,S9178,Valley Center 1 & 2,0,Sol Orchard,San Diego,7.5,"Unit 1, Unit 2",SUN,12/1/2013 0:00,0,-117.0016424,33.23413949
2800,S0238,NRG Solar Borrego I,0,Clearway Energy,San Diego,26,1,SUN,2/12/2013 0:00,0,-116.3547375,33.29570301
2801,S9286,Desert Green Solar Farm LLC,0,Not Available,San Diego,3.5,1,SUN,10/31/2014 0:00,0,-116.3296921,33.26480447
2803,S0161,IVSC1 - (SunPeak 1) - 23MW PV,0,Imperial Irrigation District,Imperial,23,Unit 1,SUN,6/1/2012 0:00,0,-115.4972388,33.24565008
2804,S0342,Imperial Valley Solar Company (IVSC) 2 LLC,0,Onward Energy,Imperial,20,1,SUN,8/6/2015 0:00,0,-115.497397,33.25425736
2805,S0347,Calipatria Solar Farm,0,Southern Power Company,Imperial,20,1,SUN,2/12/2016 0:00,0,-115.5322104,33.1658281
2806,S0522,Midway Solar Farm I,0,X-Elio North America Inc.,Imperial,49.9,Unit 1,SUN,12/14/2017 0:00,0,-115.5491104,33.16569033
2807,S0600,"Midway Solar Farm II (96WI 8ME, LLC)",0,Dominion Energy,Imperial,30.75,Unit 1,SUN,6/27/2017 0:00,0,-115.5410602,33.15692352
2819,S0326,Sonora Solar Facility,0,Southern Power Company,Imperial,50,SGSO,SUN,11/26/2014 0:00,0,-115.4524239,33.16825147
2824,S0402,USMC,0,United States Marine Corps,Orange,2.8,1,SUN,5/26/2015 0:00,0,-117.5799358,33.3949604
2828,S9001,FPUD - Sanitary,0,Not Available,San Diego,1,1,SUN,1/1/2012 0:00,0,-117.2588538,33.36364307
2829,S9004,Farm ACW,0,Not Available,San Diego,1,1,SUN,1/1/2012 0:00,0,-117.3360615,33.44742466
2831,S0631,Temecula Valley USD Temecula Valley HS,0,Tesla Inc.,Riverside,1.11,9255391-CA,SUN,7/7/2017 0:00,0,-117.1163623,33.50300772
2832,S0142,Port of Los Angeles Berth 93,0,Port of Los Angeles,Los Angeles,1.1,SIP964652,SUN,7/1/2011 0:00,0,-118.2766721,33.74740376
2843,S0623,Walmart (CA) - Store #2952 - Murrieta,0,Tesla Inc.,Riverside,1.09,9253086-CA,SUN,7/23/2015 0:00,0,-117.1942545,33.55297456
2845,H0611,Diamond Valley Lake (Pumping-Generating),0,Metropolitan Water District,Riverside,29.7,Units,WAT,5/1/2001 0:00,0,-117.0705982,33.68107722
2846,S0422,AP North Lake Solar,0,Not Available,Riverside,20,Unit 1,SUN,7/1/2015 0:00,0,-117.0105998,33.74175073
2847,S0460,Augustine Energy PV,0,Augustine Energy Corporation,Riverside,3,Unit 1,SUN,1/1/2016 0:00,0,-116.1976861,33.65357243
2850,S0722,"Maverick Solar 6, LLC",0,EDF Renewable Energy Inc,Riverside,100,Unit 1,SUN,10/22/2021 0:00,0,-115.2298829,33.69267074
2851,S0723,"Maverick Solar 7, LLC",0,EDF Renewable Energy Inc,Riverside,132,Unit 1,SUN,12/22/2021 0:00,0,-115.3320084,33.62701303
2852,S0710,Desert Harvest LLC,0,EDF Renewable Energy Inc,Riverside,80,Unit 1,SUN,12/17/2020 0:00,0,-115.2371158,33.6892049
2853,S0711,Desert Harvest II LLC,0,EDF Renewable Energy Inc,Riverside,70,Unit 1,SUN,12/17/2020 0:00,0,-115.236973,33.68739993
2854,S0712,Maverick Solar,0,EDF Renewable Energy Inc,Riverside,125,Unit 1,SUN,12/16/2020 0:00,0,-115.2365008,33.69105493
2855,S0713,Maverick Solar 4,0,EDF Renewable Energy Inc,Riverside,100,Unit 1,SUN,12/11/2020 0:00,0,-115.2348306,33.68783735
2856,S0114,Ironwood State Prison,0,EDP Renewables North America LLC,Riverside,1,1,SUN,5/2/2008 0:00,0,-114.9184389,33.56540436
2857,S0259,Genesis Solar Energy Project,0,Genesis Solar LLC,Riverside,250,"Unit 1, Unit 2",SUN,3/7/2014 0:00,1,-114.994146,33.6663832
2858,S0357,Ironwood State Prison II,0,Not Available,Riverside,4,1,SUN,7/4/2012 0:00,0,-114.9192349,33.56703766
2859,S0111,Blythe 1 Solar,0,Clearway Energy,Riverside,21,1,SUN,12/18/2009 0:00,0,-114.7451718,33.59168359
2860,S0122,Chuckawalla Valley State Prison (CVSP),0,EDP Renewables North America LLC,Riverside,0.94,Unit 1,SUN,7/1/2006 0:00,0,-114.9030858,33.56512899
2861,S0346,McCoy Solar LLC,0,McCoy Solar LLC,Riverside,250,Unit 1,SUN,8/8/2015 0:00,0,-114.7397105,33.69471699
